,,,Sanderson Farms,,,,,
,,,StanCorp Financial Group,,,,,
,,,Hyster-Yale Materials Handling,,,,,
,,,Wolverine World Wide,,,,,
,,,DST Systems,,,,,
,,,Legg Mason,,,,,
,,,Teradata,,,,,
,,,Aaron's,,,,,
,,,Antero Resources,,,,,
,,,Metaldyne Performance Group,,,,,
,,,Range Resources,,,,,
,,,Vornado Realty Trust,,,,,
,,,Boyd Gaming,,,,,
,,,Covance,,,,,
,,,Armstrong World Industries,,,,,
,,,Cracker Barrel Old Country Store,,,,,
,,,Chico's FAS,,,,,
,,,Scripps Networks Interactive,,,,,
,,,Universal Forest Products,,,,,
,,,Concho Resources,,,,,
,,,ITT,,,,,
,,,HCC Insurance Holdings,,,,,
,,,Moog,,,,,
,,,IMS Health Holdings,,,,,
,,,Cinemark Holdings,,,,,
,,,Comerica,,,,,
,,,Equity Residential,,,,,
,,,Ryland Group,,,,,
,,,GNC Holdings,,,,,
,,,ArcBest,,,,,
,,,Vectren,,,,,
,,,Curtiss-Wright,,,,,
,,,Tupperware Brands,,,,,
,,,Westar Energy,,,,,
,,,Albemarle,,,,,
,,,AptarGroup,,,,,
,,,Pinnacle Foods,,,,,
,,,Penn National Gaming,,,,,
,,,J.Crew Group,,,,,
,,,Vantiv,,,,,
,,,Kansas City Southern,,,,,
,,,Caleres,,,,,
,,,Nu Skin Enterprises,,,,,
,,,Great Plains Energy,,,,,
,,,Kirby,,,,,
,,,General Growth Properties,,,,,
,,,Broadridge Financial Solutions,,,,,
,,,Stericycle,,,,,
,,,Global Payments,,,,,
,,,Nortek,,,,,
,,,Schnitzer Steel Industries,,,,,
,,,Universal,,,,,
,,,ANN,,,,,
,,,Hologic,,,,,
,,,Panera Bread,,,,,
,,,AOL,,,,,
,,,SM Energy,,,,,
,,,Paychex,,,,,
,,,PriceSmart,,,,,
,,,Autodesk,,,,,
,,,Affiliated Managers Group,,,,,
,,,Tops Holding,,,,,
,,,Dynegy,,,,,
,,,DSW,,,,,
,,,Vishay Intertechnology,,,,,
,,,Mettler-Toledo International,,,,,
,,,SunEdison,,,,,
,,,Tetra Tech,,,,,
,,,Momentive Performance Materials,,,,,
,,,EnerSys,,,,,
,,,Donaldson,,,,,
,,,EQT,,,,,
,,,Monster Beverage,,,,,
,,,PC Connection,,,,,
,,,Total System Services,,,,,
,,,ServiceMaster Global Holdings,,,,,
,,,Medical Mutual of Ohio,,,,,
,,,Applied Industrial Technologies,,,,,
,,,Maxim Integrated Products,,,,,
,,,OGE Energy,,,,,
,,,A. Schulman,,,,,
,,,Equinix,,,,,
,,,Mednax,,,,,
,,,Equifax,,,,,
,,,CalAtlantic Group,,,,,
,,,Denbury Resources,,,,,
,,,Cimarex Energy,,,,,
,,,Mutual of America Life Insurance,,,,,
,,,Guess,,,,,
,,,Post Holdings,,,,,
,,,HealthSouth,,,,,
,,,Ferrellgas Partners,,,,,
,,,KB Home,,,,,
,,,Boston Properties,,,,,
,,,Trimble Navigation,,,,,
,,,Teledyne Technologies,,,,,
,,,Acuity Brands,,,,,
,,,Skechers U.S.A.,,,,,
,,,Xilinx,,,,,
,,,Plexus,,,,,
,,,Newfield Exploration,,,,,
,,,TransDigm Group,,,,,
,,,Kar Auction Services,,,,,
,,,Mueller Industries,,,,,
,,,Zions Bancorp.,,,,,
,,,Insperity,,,,,
,,,XPO Logistics,,,,,
,,,Sears Hometown & Outlet Stores,,,,,
,,,A.O. Smith,,,,,
,,,Alliance One International,,,,,
,,,Take-Two Interactive Software,,,,,
,,,hhgregg,,,,,
,,,RPC,,,,,
,,,NewMarket,,,,,
,,,Beacon Roofing Supply,,,,,
,,,Edwards Lifesciences,,,,,
,,,Triple-S Management,,,,,
,,,Hawaiian Holdings,,,,,
,,,Heartland Payment Systems,,,,,
,,,Belden,,,,,
,,,Magellan Midstream Partners,,,,,
,,,Outerwall,,,,,
,,,KapStone Paper & Packaging,,,,,
,,,Alliance Holdings,,,,,
,,,Skyworks Solutions,,,,,
,,,Ciena,,,,,
,,,Granite Construction,,,,,
,,,Education Management,,,,,
,,,Party City Holdings,,,,,
,,,HCP,,,,,
,,,Parexel International,,,,,
,,,Delta Tucker Holdings,,,,,
,,,Pinnacle Entertainment,,,,,
,,,Stifel Financial,,,,,
,,,Pool,,,,,
,,,Olin,,,,,
,,,Knights of Columbus,,,,,
,,,PerkinElmer,,,,,
,,,Alexion Pharmaceuticals,,,,,
,,,IHS,,,,,
,,,Oil States International,,,,,
,,,HNI,,,,,
,,,LinkedIn,,,,,
,,,Diplomat Pharmacy,,,,,
,,,Brocade Communications Systems,,,,,
,,,Greenbrier Cos.,,,,,
,,,AMC Networks,,,,,
,,,Kemper,,,,,
,,,Ocwen Financial,,,,,
,,,Public Storage,,,,,
,,,TriNet Group,,,,,
,,,Chemtura,,,,,
,,,Symetra Financial,,,,,
,,,Tower International,,,,,
,,,Meritage Homes,,,,,
,,,MarkWest Energy Partners,,,,,
,,,Bio-Rad Laboratories,,,,,
,,,TrueBlue,,,,,
,,,Cabot Oil & Gas,,,,,
,,,Carpenter Technology,,,,,
,,,Toro,,,,,
,,,American Equity Investment Life Holding,,,,,
,,,Express,,,,,
,,,Eastman Kodak,,,,,
,,,Hain Celestial Group,,,,,
,,,Nationstar Mortgage Holdings,,,,,
,,,IDEX,,,,,
,,,Popular,,,,,
,,,Werner Enterprises,,,,,
,,,Esterline Technologies,,,,,
,,,Intuitive Surgical,,,,,
,,,Allison Transmission Holdings,,,,,
,,,SemGroup,,,,,
,,,Southwest Gas,,,,,
,,,G-III Apparel Group,,,,,
,,,National Fuel Gas,,,,,
,,,H.B. Fuller,,,,,
,,,Penn Mutual Life Insurance,,,,,
,,,RCS Capital,,,,,
,,,Columbia Sportswear,,,,,
,,,Amica Mutual Insurance,,,,,
,,,Primoris Services,,,,,
,,,Energen,,,,,
,,,Rexnord,,,,,
,,,Seventy Seven Energy,,,,,
,,,Waste Connections,,,,,
,,,Pep Boys-Manny,,,,,989
,,,Harsco,,,,,
,,,Hovnanian Enterprises,,,,,
,,,Willbros Group,,,,,
,,,Wendy's,,,,,
,,,International Game Technology,,,,,
,,,Synopsys,,,,,
,,,Universal American,,,,,
,,,AAR,,,,,
,,,Selective Insurance Group,,,,,
,,,Gartner,,,,,
,,,E*Trade Financial,,,,,
